Number,Rooms,Square,Price,Metro,Address,Url
167,Студия,23.0,1543000,Рыбацкое ,пр-кт Советский,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_23_m_1525_et._1004524773
760,1-к квартира,35.0,3200000,Девяткино ,"Россия, Ленинградская область, Всеволожский район, посёлок Мурино, бульвар Менделеева, 13",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1014_et._1048116832
194,2-к квартира,43.2,3700000,Старая деревня ,"г. Кронштадт, ул Юрия Инге, 2/4",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_43.2_m_35_et._905690433
773,Студия,22.0,1560000,Девяткино ,"Воронцовский бульвар, ЖК «Алфавит»",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_22_m_1019_et._1118895979
553,2-к квартира,75.6,9120000,Василеостровская ,"Россия, Санкт-Петербург, Уральская улица, 2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_75.6_m_710_et._931712710
49,2-к квартира,70.0,9900000,Автово ,"Петергофское шоссе, 53",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_70_m_1316_et._1039204629
703,2-к квартира,76.0,10500000,Крестовский остров ,"ул. Пионерская, д. 50, корп. А",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_76_m_811_et._1216486217
692,2-к квартира,52.0,5250000,Старая деревня ,"Россия, Санкт-Петербург, улица Савушкина, 125к2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_52_m_59_et._1042729485
40,Студия,22.0,790000,Проспект Просвещения ,"Выборгское шоссе, 15 мин.",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_22_m_58_et._1133403428
227,1-к квартира,33.1,3100000,Проспект Просвещения ,ул Жени Егоровой 10 корпус1,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_33.1_m_69_et._1019512718
353,1-к квартира,39.5,3000000,Купчино ,колпинское шоссе 28 корпус 2,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_39.5_m_55_et._996035384
336,2-к квартира,55.1,6300000,Комендантский проспект ,"Богатырский проспект, д.56 к.1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_55.1_m_1617_et._1048514921
124,1-к квартира,43.5,4340158,Пионерская ,Коломяжский пр-кт,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_43.5_m_1417_et._543530451
433,1-к квартира,37.2,2765000,Девяткино ,Петровский бул.,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_37.2_m_819_et._1147426638
26,Студия,24.1,2513000,Лесная ,"просп. Маршала Блюхера, д. 12, лит. ВС",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_24.1_m_324_et._1172175541
739,1-к квартира,40.3,5200000,Ленинский проспект ,"Ленинский пр-кт, 84к2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_40.3_m_1217_et._929985056
111,2-к квартира,50.0,6000000,Площадь Ленина ,"ул Сибирская, 9",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50_m_413_et._1010351678
678,1-к квартира,37.0,3970000,Комендантский проспект ,Королёва 30 корпус 2,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_37_m_59_et._1161291539
232,3-к квартира,105.3,15990000,Проспект Ветеранов ,"Петергофское шоссе, 57",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_105.3_m_715_et._1103625302
745,Студия,26.4,1848700,Комендантский проспект ,Комендантский пр-кт,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_26.4_m_1219_et._1028299444
237,1-к квартира,60.0,6950000,Пионерская ,"2-я Алексеевская ул, 7",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_60_m_19_et._677446203
13,1-к квартира,53.7,3050000,Проспект Просвещения ,"Тихоокеанская улица, д.1 к.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_53.7_m_2425_et._1082010422
512,Студия,25.0,2600000,Лесная ,"Кондратьевский пр-кт, 68к3",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25_m_1014_et._978827904
370,3-к квартира,86.0,9800000,Площадь А. Невского I ,"Кременчугская улица, 13к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_86_m_610_et._1135188940
323,2-к квартира,52.1,4050000,Купчино ,ул. Ростовская 5 корпус 3,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_52.1_m_15_et._948511005
136,1-к квартира,34.0,3150000,Девяткино ,"Мурино, Парковая д. 8",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_34_m_34_et._1009728589
288,1-к квартира,33.1,3500000,Проспект Большевиков ,"Пятилеток пр-кт, 15к2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_33.1_m_710_et._1185067800
647,1-к квартира,31.1,3240000,Парк Победы ,"пр. Космонавтов, дом 19, корпус 4",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_31.1_m_25_et._1163141103
97,3-к квартира,78.0,7580000,Старая деревня ,"Оптиков ул, 49 к.2",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_78_m_317_et._1060595077
280,3-к квартира,65.7,4784000,Ленинский проспект ,"Петергофское шоссе, 1к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_65.7_m_29_et._1080331785
492,2-к квартира,67.4,5370000,Проспект Ветеранов ,Народного Ополчения д.237,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_67.4_m_26_et._1092683907
576,2-к квартира,76.5,9755000,Василеостровская ,"Уральская улица, 2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_76.5_m_810_et._1076066119
597,1-к квартира,35.0,3080000,Проспект Просвещения ,"Приозерское шоссе, 20к5",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35_m_210_et._1217561712
96,2-к квартира,69.3,4900000,Старая деревня ,"Юнтоловский пр-кт, 47 корпус 4",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_69.3_m_45_et._1162060254
531,1-к квартира,41.0,3300000,Улица Дыбенко ,ул Дыбенко,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_41_m_216_et._1036765676
101,3-к квартира,90.0,10900000,Старая деревня ,"Лыжный пер, 3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_90_m_1015_et._921082713
85,3-к квартира,89.0,6899000,Звездная ,"Московское шоссе, 23АЮ",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_89_m_317_et._1026718740
749,3-к квартира,89.0,30314400,Крестовский остров ,Петровский проспект 2,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_89_m_46_et._1177403300
697,3-к квартира,85.0,9150000,Площадь Восстания ,"Кременчугская улица, 19к3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_85_m_89_et._943608987
594,2-к квартира,64.4,5675434,Лесная ,"Маршала Блюхера пр-кт, к. 1-3",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_64.4_m_916_et._1152421526
137,2-к квартира,40.5,2580000,Девяткино ,"ул. Новая, д. 7",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_40.5_m_45_et._926821011
399,1-к квартира,40.0,3599000,Проспект Ветеранов ,Ленинский 93 к 1,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_40_m_512_et._1136140633
452,3-к квартира,97.0,12900000,Проспект Просвещения ,"улица Композиторов, д.12",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_97_m_321_et._1112865557
657,Студия,46.1,6750000,Площадь Восстания ,"Россия, Санкт-Петербург, Кременчугская улица, 17к2",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_46.1_m_810_et._1101233081
661,Студия,16.4,1680000,Рыбацкое ,"Шлиссельбургский проспект, 5к2",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_16.4_m_19_et._1053234165
454,3-к квартира,96.0,13399000,Московская ,"Космонавтов пр-кт, 37",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_96_m_1022_et._1090538356
580,1-к квартира,35.6,3739124,Пролетарская ,"пр. Александровской Фермы, д. 8, стр. 2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35.6_m_2425_et._1168492001
145,3-к квартира,128.0,15500000,Площадь Мужества ,ул Курчатова дом 6 корпус 4,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_128_m_38_et._1065752440
455,4-к квартира,167.0,50000000,Адмиралтейская ,"ул Миллионная, 38",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_167_m_55_et._929001462
150,3-к квартира,67.0,6700000,Проспект Просвещения ,"Просвещения пр-кт, 54",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_67_m_29_et._1120249255
515,2-к квартира,76.7,7170000,Гражданский проспект ,"проспект Просвещения, 85",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_76.7_m_226_et._1083582364
470,4-к квартира,82.0,13500000,Парк Победы ,"ул Кузнецовская, 38",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_82_m_15_et._964630008
255,3-к квартира,94.5,12580000,Черная речка ,Ланское шоссе д.14 корп.1,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_94.5_m_525_et._1114534114
72,3-к квартира,60.8,4150000,Проспект Ветеранов ,"Коммунаров (Горелово) ул, 116к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_60.8_m_210_et._999733851
447,4-к квартира,170.0,45000000,Петроградская ,"Каменноостровский пр-кт, 62",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_170_m_56_et._1096075495
616,6-к квартира,204.0,25000000,Горьковская ,"улица Куйбышева, 33/8",https://www.avito.ru/sankt-peterburg/kvartiry/6-k_kvartira_204_m_22_et._927665302
42,2-к квартира,62.0,5610000,Лесная ,"пр. Маршала Блюхера, корп. 4",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_62_m_2125_et._950666393
744,Студия,26.1,1554735,Девяткино ,"ул. Оборонная, 2 оч.",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_26.1_m_1113_et._929294981
714,1-к квартира,32.0,2799000,Ладожская ,Маршала Блюхера пр-кт 57 к2,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_32_m_55_et._1113497779
413,3-к квартира,96.6,6500000,Проспект Ветеранов ,"Красносельское (Горелово) шоссе, 56Ак3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_96.6_m_1416_et._1167438487
689,1-к квартира,51.0,4450000,Комендантский проспект ,"ул Камышовая, 40к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_51_m_310_et._908120272
734,1-к квартира,38.0,6600000,Площадь Восстания ,"Кременчугская ул., д.17, корп.3",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_38_m_210_et._1175069798
644,2-к квартира,51.6,6500000,Ленинский проспект ,"Ленинский проспект, 91",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_51.6_m_1116_et._1162077146
403,2-к квартира,65.9,8600000,Купчино ,Малая Каштановая аллея 9к1,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_65.9_m_1221_et._979173489
330,3-к квартира,90.0,6100000,Старая деревня ,"СПб, Сестрорецк, ул. Николая Соколова 30, ЖК ""Еловый дом""",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_90_m_14_et._698204312
535,3-к квартира,60.0,5200000,Ладожская ,"Энергетиков пр., д. 31 к.3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_60_m_45_et._1083027297
380,2-к квартира,76.3,9980000,Горьковская ,"улица Блохина, д.3 к.1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_76.3_m_26_et._1077841194
253,1-к квартира,35.2,2746500,Лиговский проспект ,"Россия, Санкт-Петербург, Расстанная улица, 4",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35.2_m_411_et._1132525766
345,2-к квартира,77.5,7200000,Площадь Ленина ,"Кондратьевский проспект, д.62 к.6",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_77.5_m_1012_et._1019790108
363,2-к квартира,61.0,4550000,Старая деревня ,"СПб, Сестрорецк, ул. Николая Соколова,  д. 31, ЖК ""Рай в шалаше""",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_61_m_14_et._1042646606
563,1-к квартира,42.5,2500000,Звездная ,Московское шоссе 268,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_42.5_m_89_et._1068170343
79,1-к квартира,31.0,3450000,Звездная ,"Космонавтов пр-кт, 52 к2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_31_m_15_et._1147876100
634,Студия,25.3,1990000,Девяткино ,"ул. Шувалова, Корпус 2.4",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25.3_m_1217_et._1013662841
1,1-к квартира,30.7,2890000,Проспект Ветеранов ,Народного Ополчения пр-кт дом 159,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_30.7_m_55_et._1051643166
220,1-к квартира,37.7,4950081,Ладожская ,"пр-т Энергетиков, д. 9, к. 4",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_37.7_m_221_et._1096451001
699,1-к квартира,45.2,4000000,Парнас ,ул.Михаила Дудина 23 корпус 1,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_45.2_m_2425_et._1009873889
352,2-к квартира,83.7,9000000,Старая деревня ,"Лыжный пер., д. 8, корп. 1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_83.7_m_2222_et._1128472498
391,3-к квартира,105.0,16600000,Приморская ,улица Кораблестроителей 32к1,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_105_m_424_et._1198193629
223,3-к квартира,85.0,9800557,Старая деревня ,Яхтенная ул.,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_85_m_525_et._1009004780
727,1-к квартира,40.0,3200000,Купчино ,"п. Шушары, Детскосельский тер ул  Центральная 16",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_40_m_59_et._1208605529
213,2-к квартира,89.6,17353856,Старая деревня ,"Приморский пр., д. 52, к. 1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_89.6_m_712_et._1120292421
2,1-к квартира,61.1,3953000,Купчино ,"ул. Понтонная, д. 7, корп. 1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_61.1_m_25_et._1156415388
612,1-к квартира,36.5,2665000,Девяткино ,"Петровский бульвар, 5",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_36.5_m_1020_et._1013123191
615,1-к квартира,50.4,5600000,Купчино ,"Загребский б-р, 9",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_50.4_m_1321_et._1138590498
92,4-к квартира,87.6,8300000,Комендантский проспект ,"Планерная ул, 69, к.1",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_87.6_m_910_et._936758059
207,3-к квартира,90.0,6300000,Комендантский проспект ,"Парашютная улица, 58",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_90_m_1219_et._1002937334
131,4-к квартира,94.4,6500000,Купчино ,"г. Колпино, Ленина пр-кт, 20/5",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_94.4_m_35_et._1023162493
618,1-к квартира,35.0,4490000,Ладожская ,"Россия, Санкт-Петербург, проспект Энергетиков, 8к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35_m_722_et._1080022003
585,3-к квартира,41.3,3550000,Автово ,Червоного Казачества 22,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_41.3_m_25_et._955588515
43,3-к квартира,69.2,6200000,Пионерская ,"Богатырский пр-кт, 7к2",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_69.2_m_612_et._558617415
575,1-к квартира,53.7,4900000,Гражданский проспект ,"ул. Ушинского, д. 14, лит. А",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_53.7_m_2626_et._810970764
633,5-к квартира,380.0,299000000,Крестовский остров ,"2-ая Березовая улица,дом.34",https://www.avito.ru/sankt-peterburg/kvartiry/5-k_kvartira_380_m_13_et._891406162
310,2-к квартира,57.0,6800000,Лесная ,"Кушелевская дор, 3к2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_57_m_1618_et._1168676415
279,3-к квартира,150.0,23290000,Крестовский остров ,Петровский пр-кт,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_150_m_310_et._965360873
206,2-к квартира,55.0,5100000,Рыбацкое ,"Рыбацкий пр-кт, 1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_55_m_1116_et._1021284799
88,3-к квартира,119.0,12000000,Озерки ,"Луначарского пр-кт, 13 корп. 1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_119_m_2025_et._948321329
186,3-к квартира,66.5,5750000,Ленинский проспект ,пр.Кузнецова д. 17,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_66.5_m_412_et._949499756
639,2-к квартира,55.4,6200000,Московская ,ул Алтайская 31,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_55.4_m_35_et._1018156133
229,1-к квартира,41.8,4200000,Проспект Ветеранов ,"ул Тамбасова, д.13 к.3",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_41.8_m_717_et._982476969
502,1-к квартира,35.2,3450300,Ладожская ,"ул. Бестужевская, д. 2, корп. 3",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35.2_m_1224_et._1023573156
195,3-к квартира,78.6,5800000,Парнас ,"Бугры, школьная 9",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_78.6_m_29_et._1048603829
670,3-к квартира,84.6,7990000,Площадь Мужества ,"проспект Маршала Блюхера, 9к3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_84.6_m_420_et._937639684
636,1-к квартира,29.2,3360000,Улица Дыбенко ,"Россия, Санкт-Петербург, проспект Большевиков, 31",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_29.2_m_69_et._1058645218
58,1-к квартира,35.0,1850000,Девяткино ,"Муринская дорога, 84",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35_m_412_et._1194889556
434,2-к квартира,90.2,22750000,Чкаловская ,"Барочная ул., 12",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_90.2_m_711_et._1138496606
318,1-к квартира,49.2,2650000,Девяткино ,"Россия, Ленинградская область, Всеволожский район, посёлок Мурино, жилой комплекс Ленинградская Перспектива",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_49.2_m_1116_et._938619156
547,2-к квартира,51.0,5600000,Пионерская ,"Богатырский пр-кт, 4",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_51_m_312_et._1112037709
671,3-к квартира,58.0,4830000,Московская ,"ул Варшавская, 41к3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_58_m_15_et._1195615833
126,Студия,22.9,1717500,Комендантский проспект ,пр-кт Комендантский,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_22.9_m_819_et._1159758391
718,1-к квартира,35.0,3190000,Комендантский проспект ,"ул. Парашютная, уч. 409, стр. 8",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1425_et._1018014649
102,3-к квартира,90.0,9850000,Ленинский проспект ,"Катерников ул, 5",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_90_m_26_et._921082711
